FileID,Word Num,Normalized,Language,w/n/naw,Element
mero0003,21,ארעה,he,w,"<w xml:id=""mero0003-21"" xml:lang=""he"">ארעה</w>"
mero0003,22,במסנך,he,w,"<w xml:id=""mero0003-22"" xml:lang=""he"">במסנך</w>"
mero0003,23,והיך,he,w,"<w xml:id=""mero0003-23"" xml:lang=""he"">והיך</w>"
mero0003,24,מה,he,w,"<w xml:id=""mero0003-24"" xml:lang=""he"">מה</w>"
mero0003,25,דאת,he,w,"<w xml:id=""mero0003-25"" xml:lang=""he"">דאת</w>"
mero0003,26,מכבש,he,w,"<w xml:id=""mero0003-26"" xml:lang=""he"">מכבש</w>"
mero0003,27,אילנייה,he,w,"<w xml:id=""mero0003-27"" xml:lang=""he"">אילנייה</w>"
mero0003,28,ביום,he,w,"<w xml:id=""mero0003-28"" xml:lang=""he"">ביום</w>"
mero0003,29,סיתבה,he,w,"<w xml:id=""mero0003-29"" xml:lang=""he"">סיתבה</w>"
mero0003,30,ועסבה,he,w,"<w xml:id=""mero0003-30"" xml:lang=""he"">ועסבה</w>"
mero0003,31,דארעה,he,w,"<w xml:id=""mero0003-31"" xml:lang=""he"">דארעה</w>"
mero0003,32,ביום,he,w,"<w xml:id=""mero0003-32"" xml:lang=""he"">ביום</w>"
mero0003,33,קייטה,he,w,"<w xml:id=""mero0003-33"" xml:lang=""he"">קייטה</w>"
mero0003,34,כדין,he,w,"<w xml:id=""mero0003-34"" xml:lang=""he"">כדין</w>"
mero0003,35,יתכבשון,he,w,"<w xml:id=""mero0003-35"" xml:lang=""he"">ית<supplied reason=""lost"">כבשון</supplied></w>"
mero0003,36,ע,he,w,"<w xml:id=""mero0003-36"" xml:lang=""he"">ע</w>"
mero0003,37,ל,he,w,"<w xml:id=""mero0003-37"" xml:lang=""he"">ל</w>"
mero0003,38,וי,he,w,"<w xml:id=""mero0003-38"" xml:lang=""he"">וי</w>"
mero0003,39,תה,he,w,"<w xml:id=""mero0003-39"" xml:lang=""he"">תה</w>"
mero0003,40,קודם,he,w,"<w xml:id=""mero0003-40"" xml:lang=""he"">קודם</w>"
mero0003,41,יוסי,he,w,"<w xml:id=""mero0003-41"" xml:lang=""he"">יוסי</w>"
mero0003,42,ברה,he,w,"<w xml:id=""mero0003-42"" xml:lang=""he"">ברה</w>"
mero0003,43,דזינביה,he,w,"<w xml:id=""mero0003-43"" xml:lang=""he"">דזינביה</w>"
mero0003,44,יהווי,he,w,"<w xml:id=""mero0003-44"" xml:lang=""he"">יהווי</w>"
mero0003,45,ממרי,he,w,"<w xml:id=""mero0003-45"" xml:lang=""he"">ממרי</w>"
mero0003,46,ומשמעי,he,w,"<w xml:id=""mero0003-46"" xml:lang=""he"">ומשמעי</w>"
mero0003,47,עליהון,he,w,"<w xml:id=""mero0003-47"" xml:lang=""he"">עליהון</w>"
mero0003,48,הך,he,w,"<w xml:id=""mero0003-48"" xml:lang=""he"">הך</w>"
mero0003,49,מה,he,w,"<w xml:id=""mero0003-49"" xml:lang=""he"">מה</w>"
mero0003,50,דשמיה,he,w,"<w xml:id=""mero0003-50"" xml:lang=""he"">דשמיה</w>"
mero0003,51,כבישין,he,w,"<w xml:id=""mero0003-51"" xml:lang=""he"">כבישין</w>"
mero0003,52,קודם,he,w,"<w xml:id=""mero0003-52"" xml:lang=""he"">קודם</w>"
mero0003,53,אלהא,he,w,"<w xml:id=""mero0003-53"" xml:lang=""he"">אלהא</w>"
mero0003,54,וארעה,he,w,"<w xml:id=""mero0003-54"" xml:lang=""he"">וארעה</w>"
mero0003,55,כבישה,he,w,"<w xml:id=""mero0003-55"" xml:lang=""he"">כבישה</w>"
mero0003,56,קודם,he,w,"<w xml:id=""mero0003-56"" xml:lang=""he"">קודם</w>"
mero0003,57,בני,he,w,"<w xml:id=""mero0003-57"" xml:lang=""he"">בני</w>"
mero0003,58,אנשה,he,w,"<w xml:id=""mero0003-58"" xml:lang=""he"">אנשה</w>"
mero0003,59,ובני,he,w,"<w xml:id=""mero0003-59"" xml:lang=""he"">ובני</w>"
mero0003,60,אנשה,he,w,"<w xml:id=""mero0003-60"" xml:lang=""he"">אנשה</w>"
mero0003,61,כבישין,he,w,"<w xml:id=""mero0003-61"" xml:lang=""he"">כבישין</w>"
mero0003,62,כבישין,he,w,"<w xml:id=""mero0003-62"" xml:lang=""he"">כבישין</w>"
mero0003,63,קודם,he,w,"<w xml:id=""mero0003-63"" xml:lang=""he"">קודם</w>"
mero0003,64,מותה,he,w,"<w xml:id=""mero0003-64"" xml:lang=""he"">מותה</w>"
mero0003,65,ומותה,he,w,"<w xml:id=""mero0003-65"" xml:lang=""he"">ומותה</w>"
mero0003,66,כביש,he,w,"<w xml:id=""mero0003-66"" xml:lang=""he"">כביש</w>"
mero0003,67,קודם,he,w,"<w xml:id=""mero0003-67"" xml:lang=""he"">קודם</w>"
mero0003,68,אלהא,he,w,"<w xml:id=""mero0003-68"" xml:lang=""he"">אלהא</w>"
mero0003,69,כדין,he,w,"<w xml:id=""mero0003-69"" xml:lang=""he"">כדין</w>"
mero0003,70,יהוון,he,w,"<w xml:id=""mero0003-70"" xml:lang=""he"">יהוון</w>"
mero0003,71,עמה,he,w,"<w xml:id=""mero0003-71"" xml:lang=""he"">עמה</w>"
mero0003,72,דהדה,he,w,"<w xml:id=""mero0003-72"" xml:lang=""he"">דהדה</w>"
mero0003,73,קרתה,he,w,"<w xml:id=""mero0003-73"" xml:lang=""he"">קרתה</w>"
mero0003,74,כבישין,he,w,"<w xml:id=""mero0003-74"" xml:lang=""he"">כבישין</w>"
mero0003,75,ותבירין,he,w,"<w xml:id=""mero0003-75"" xml:lang=""he"">ות<supplied reason=""lost"">ב</supplied>ירין</w>"
mero0003,76,ונפילין,he,w,"<w xml:id=""mero0003-76"" xml:lang=""he"">ונפילין</w>"
mero0003,77,קודם,he,w,"<w xml:id=""mero0003-77"" xml:lang=""he"">קודם</w>"
mero0003,78,יוסי,he,w,"<w xml:id=""mero0003-78"" xml:lang=""he"">יוסי</w>"
mero0003,79,ברה,he,w,"<w xml:id=""mero0003-79"" xml:lang=""he"">ברה</w>"
mero0003,80,דזינביה,he,w,"<w xml:id=""mero0003-80"" xml:lang=""he"">דזינביה</w>"
mero0003,81,בשם,he,w,"<w xml:id=""mero0003-81"" xml:lang=""he"">בשם</w>"
mero0003,82,חטועע,he,w,"<w xml:id=""mero0003-82"" xml:lang=""he"">חטועע</w>"
mero0003,83,מלאכה,he,w,"<w xml:id=""mero0003-83"" xml:lang=""he"">מלאכה</w>"
mero0003,84,דאשתלח,he,w,"<w xml:id=""mero0003-84"" xml:lang=""he"">דאשתלח</w>"
mero0003,85,קודם,he,w,"<w xml:id=""mero0003-85"" xml:lang=""he"">קודם</w>"
mero0003,86,ישראל,he,w,"<w xml:id=""mero0003-86"" xml:lang=""he"">ישראל</w>"
mero0003,87,אנה,he,w,"<w xml:id=""mero0003-87"" xml:lang=""he"">אנה</w>"
mero0003,88,עבד,he,w,"<w xml:id=""mero0003-88"" xml:lang=""he"">עבד</w>"
mero0003,89,סימן,he,w,"<w xml:id=""mero0003-89"" xml:lang=""he"">סימן</w>"
mero0003,90,צלח,he,w,"<w xml:id=""mero0003-90"" xml:lang=""he"">צלח</w>"
mero0003,91,צלח,he,w,"<w xml:id=""mero0003-91"" xml:lang=""he"">צלח</w>"
mero0003,92,אמן,he,w,"<w xml:id=""mero0003-92"" xml:lang=""he"">אמן</w>"
mero0003,93,אמן,he,w,"<w xml:id=""mero0003-93"" xml:lang=""he"">אמן</w>"
mero0003,94,סלה,he,w,"<w xml:id=""mero0003-94"" xml:lang=""he"">סלה</w>"
mero0003,95,הללויה,he,w,"<w xml:id=""mero0003-95"" xml:lang=""he"">הללויה</w>"
mikh0004,1,כי,he,w,"<w xml:id=""mikh0004-1"" xml:lang=""he"">כי</w>"
mikh0004,2,אני,he,w,"<w xml:id=""mikh0004-2"" xml:lang=""he"">אני</w>"
mikh0004,3,יהה,he,w,"<w xml:id=""mikh0004-3"" xml:lang=""he"">יהה</w>"
mikh0004,4,שמו,he,w,"<w xml:id=""mikh0004-4"" xml:lang=""he"">שמו</w>"
mukh0002,1,ה,he,naw,"<orig xml:id=""mukh0002-1"" xml:lang=""he"">ה</orig>"
mukh0006,1,אבגדהוזחטיכךלםנ,he,naw,"<orig xml:id=""mukh0006-1"" xml:lang=""he"">אבגדהוזחטיכךלםנ</orig>"
mukh0006,2,אבגדהוזחטיכךלםנןסעפףצץקרשת,he,naw,"<orig xml:id=""mukh0006-2"" xml:lang=""he"">אבגדהוזחטיכךלםנןסעפףצץקרשת</orig>"
nabr0001,1,למספר,he,w,"<w xml:id=""nabr0001-1"" xml:lang=""he"">למספר</w>"
nabr0001,2,ארבע,he,w,"<w xml:id=""nabr0001-2"" xml:lang=""he"">ארבע</w>"
nabr0001,3,מאות,he,w,"<w xml:id=""nabr0001-3"" xml:lang=""he"">מאות</w>"
nabr0001,4,ותישעים,he,w,"<w xml:id=""nabr0001-4"" xml:lang=""he"">ותישעים</w>"
nabr0001,5,וארבע,he,w,"<w xml:id=""nabr0001-5"" xml:lang=""he"">וארבע</w>"
nabr0001,6,שנה,he,w,"<w xml:id=""nabr0001-6"" xml:lang=""he"">שנה</w>"
nabr0001,7,לחרבן,he,w,"<w xml:id=""nabr0001-7"" xml:lang=""he"">לחרבן</w>"
nabr0001,8,הבית,he,w,"<w xml:id=""nabr0001-8"" xml:lang=""he"">הבית</w>"
nabr0001,9,ניבנה,he,w,"<w xml:id=""nabr0001-9"" xml:lang=""he"">ניבנה</w>"
nabr0001,10,בסרר,he,w,"<w xml:id=""nabr0001-10"" xml:lang=""he"">בסרר</w>"
nabr0001,11,חנינה,he,w,"<w xml:id=""nabr0001-11"" xml:lang=""he"">חנינה</w>"
nabr0001,12,בן,he,w,"<w xml:id=""nabr0001-12"" xml:lang=""he"">בן</w>"
nabr0001,13,ליזר,he,w,"<w xml:id=""nabr0001-13"" xml:lang=""he"">ליזר</w>"
nabr0001,14,ולוליאנא,he,w,"<w xml:id=""nabr0001-14"" xml:lang=""he"">ולוליאנא</w>"
nabr0001,15,בר,he,w,"<w xml:id=""nabr0001-15"" xml:lang=""he"">בר</w>"
nabr0001,16,יודן,he,w,"<w xml:id=""nabr0001-16"" xml:lang=""he"">יודן</w>"
qumr0003,1,בשנת,he,w,"<w xml:id=""qumr0003-1"" xml:lang=""he"">בשנת</w>"
qumr0003,2,אחת,he,w,"<w xml:id=""qumr0003-2"" xml:lang=""he"">אחת</w>"
qumr0003,3,סבדרא,he,naw,"<orig xml:id=""qumr0003-3"" xml:lang=""he"">סב<choice><unclear>ד</unclear><unclear>ר</unclear></choice>א</orig>"
rama0001,1,מרים,he,w,"<w xml:id=""rama0001-1"" xml:lang=""he"">מרים</w>"
rama0001,2,יהוחנן,he,w,"<w xml:id=""rama0001-2"" xml:lang=""he"">יהוחנן</w>"
